Station,Fontaine les Balmes,Fontaine les Balmes,Fontaine les Balmes,Fontaine les Balmes,Saint-Martin d'Heres,Saint-Martin d'Heres,Saint-Martin d'Heres,Saint-Martin d'Heres,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble Rocade Sud,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble les Frenes,Grenoble Grands Boulevards,Grenoble Grands Boulevards,Grenoble Grands Boulevards
oct-11,23,7,28,21,26,14,21,23,9,-,-,-,-,-,-,43,-,61,27,16,3,5,2,6,0,0,0,0,0,0,0,2,2,6,0,20,1,4,0,1,5,1,8,1,0,20,24,16,2,1,5,7,6,61,64,-
nov-11,41,31,11,38,44,60,9,44,0,-,-,-,-,-,-,46,-,83,46,19,4,1,0,8,6,6,8,14,6,5,1,9,0,11,1,33,4,0,1,3,6,0,35,1,4,8,42,19,7,0,3,1,17,-,-,-
déc-11,38,21,18,22,42,40,13,27,5,-,-,-,-,-,-,58,-,77,30,35,5,5,3,5,0,0,0,0,0,0,0,3,3,4,0,31,3,4,0,1,2,1,28,1,0,13,26,35,4,1,5,2,7,62,73,-
janv-12,39,21,16,26,41,40,12,31,0,-,-,-,-,-,-,60,-,83,38,24,3,1,0,7,7,3,3,6,3,3,1,4,0,10,2,29,5,0,5,8,6,0,24,2,5,12,30,22,12,0,3,0,48,-,-,-
févr-12,35,8,32,38,40,16,25,44,3,0,0,1,0,0,-,63,-,66,57,29,9,8,8,2,0,0,0,0,0,0,0,4,2,6,0,29,4,5,0,2,8,2,8,2,0,22,45,25,1,1,1,8,8,-,-,51
mars-12,24,4,56,25,34,15,42,33,-,56,49,1,46,4,-,58,-,44,38,42,3,1,0,7,9,4,3,7,4,3,1,1,0,9,1,24,1,0,12,1,4,-,6,2,8,39,30,38,8,0,5,1,55,-,-,38
avr-12,15,2,63,17,17,3,56,17,-,0,0,0,0,0,0,46,-,38,25,27,3,5,6,4,1,0,0,0,0,0,0,2,2,3,0,15,1,7,0,3,5,-,2,3,0,-,16,21,5,1,5,3,8,-,-,21
mai-12,14,1,65,18,15,2,66,20,-,2,21,35,21,15,5,42,-,31,23,16,-,1,0,5,1,7,8,13,8,5,2,6,0,8,1,15,0,0,6,1,6,-,2,2,9,-,17,10,11,0,3,1,79,-,-,23
juin-12,16,4,60,24,15,2,60,22,-,0,0,0,0,0,0,46,0,40,28,16,-,6,7,5,6,0,0,0,0,0,0,5,2,8,0,14,1,8,0,1,6,-,2,8,1,63,22,11,9,1,2,6,4,45,33,27
juil-12,12,2,66,21,14,1,63,20,-,1,8,17,1,7,3,46,69,32,26,18,-,6,0,4,1,14,21,3,17,12,2,3,0,6,2,12,1,1,6,6,7,-,1,1,3,66,21,13,7,0,9,0,37,41,21,22
août-12,11,1,75,24,15,1,62,23,-,0,0,0,0,0,0,49,0,28,32,18,-,3,5,5,5,0,0,1,0,0,0,4,2,14,0,14,1,1,0,1,3,-,1,5,0,66,25,12,5,1,3,7,1,44,19,25
sept-12,16,3,47,26,22,5,35,23,-,6,6,11,4,4,1,50,24,41,28,20,-,2,0,6,1,53,78,2,59,44,3,2,0,10,3,22,1,0,12,3,7,-,6,4,7,40,24,14,9,0,2,1,51,49,37,31
oct-12,23,11,23,24,26,19,16,25,-,0,0,0,0,0,0,49,0,64,35,19,-,2,7,4,8,0,1,1,0,0,0,2,2,9,0,24,1,6,0,1,7,-,14,4,0,19,24,13,1,1,4,2,7,52,62,33
nov-12,31,25,19,27,32,37,16,28,-,6,5,12,6,5,1,46,12,79,35,21,-,2,0,6,1,88,3,4,79,61,2,4,0,13,7,25,3,0,21,2,6,-,26,2,6,16,27,15,11,0,2,1,56,54,80,36
déc-12,27,20,19,22,41,26,13,23,-,0,0,0,0,0,0,56,0,78,31,28,-,9,9,4,9,1,1,1,1,0,0,3,2,9,0,33,3,5,0,1,9,-,17,8,0,15,25,20,9,1,9,5,3,64,73,31
janv-13,28,23,15,30,43,27,10,32,-,4,2,6,3,2,1,58,6,81,42,24,-,3,0,14,1,27,3,89,6,79,2,2,0,17,13,32,4,0,74,2,2,-,19,1,6,10,32,20,8,0,2,0,31,59,66,38
févr-13,26,16,34,31,-,-,24,33,-,0,0,0,0,0,0,60,0,68,47,31,-,7,4,6,2,0,0,1,0,0,0,5,2,9,0,30,3,5,1,1,7,-,12,7,0,26,34,26,4,1,2,7,6,61,52,43
mars-13,23,11,45,26,35,8,32,27,-,5,4,7,3,3,1,56,5,54,44,34,-,2,0,10,0,69,78,13,65,48,2,2,0,15,17,27,2,0,13,6,3,-,7,3,6,33,30,29,7,0,3,2,32,52,41,35
avr-13,15,7,57,22,23,4,47,23,-,0,0,0,0,0,0,53,0,47,37,30,-,2,6,2,9,0,0,0,0,0,0,3,2,15,0,20,2,5,1,1,14,-,4,8,0,43,25,23,8,1,2,6,9,43,35,27
mai-13,9,4,59,11,13,2,50,11,-,7,5,11,6,4,1,46,2,44,23,26,-,3,0,11,0,25,34,55,3,22,1,2,0,1,7,13,1,0,2,2,6,-,2,1,7,45,13,18,1,0,3,3,22,42,32,15
juin-13,9,4,67,18,14,1,58,18,-,0,0,0,0,0,0,48,0,37,27,15,-,7,4,20,7,0,0,0,0,0,0,3,3,22,0,14,0,6,0,1,12,-,2,7,0,-,21,7,5,1,2,9,3,51,33,24
juil-13,10,4,82,24,13,1,70,23,-,2,24,3,2,13,1,48,3,29,35,20,-,2,0,2,0,7,9,18,1,6,2,2,0,1,4,13,0,0,69,4,5,-,1,1,5,-,24,10,7,0,3,3,38,48,18,27
août-13,8,3,73,21,12,1,57,20,-,0,1,1,0,0,0,43,0,27,29,26,-,6,3,9,6,0,0,0,0,0,0,8,3,23,0,11,0,4,0,1,10,-,1,2,0,-,22,13,8,1,2,2,8,37,15,25
sept-13,13,7,45,17,19,5,34,20,-,84,7,2,7,49,2,46,7,44,28,21,-,3,0,4,0,5,6,16,7,5,1,3,0,5,2,17,1,0,35,6,1,-,5,1,6,-,19,12,8,0,6,1,47,51,34,25
oct-13,16,10,23,19,21,10,18,18,-,0,1,1,0,0,0,46,0,64,22,19,-,5,4,8,7,0,0,0,0,0,0,6,6,13,0,19,1,5,0,1,7,-,12,6,0,-,17,12,5,1,2,3,8,46,52,27
nov-13,-,-,15,21,31,21,14,23,-,96,6,1,74,52,6,49,22,75,30,11,-,2,0,2,0,3,4,1,5,3,1,4,0,7,1,25,4,0,12,3,3,-,18,2,6,-,21,-,6,0,8,1,20,49,61,28
déc-13,42,34,20,31,46,-,15,37,-,0,0,0,0,0,0,53,0,98,45,20,-,3,2,16,7,0,0,0,0,0,0,8,6,11,0,36,8,6,0,1,8,-,43,2,0,18,33,13,13,1,2,5,9,-,100,43
janv-14,35,22,19,21,39,38,13,25,-,54,48,78,56,35,6,56,88,92,33,28,-,1,0,6,0,13,1,28,2,11,2,3,0,7,2,34,7,0,9,5,3,-,31,1,6,18,23,25,3,0,4,1,40,52,76,29
févr-14,30,7,36,15,34,11,30,16,-,0,0,0,0,0,0,52,0,61,25,19,-,8,5,12,7,0,0,0,0,0,0,9,4,9,0,28,5,5,0,1,6,-,9,3,0,32,14,17,10,1,3,2,42,51,51,21
mars-14,26,4,52,27,34,10,43,29,-,49,53,82,56,36,4,55,91,45,39,11,-,2,0,7,1,3,3,9,3,2,1,7,0,5,4,27,5,0,6,3,7,-,7,9,6,42,28,8,5,0,-,0,8,52,31,33
avr-14,18,4,66,22,21,4,56,23,-,0,0,0,0,0,0,51,0,46,31,21,-,1,6,9,1,0,0,0,0,0,0,4,3,11,0,20,3,5,0,1,4,-,4,3,0,47,21,19,9,1,-,8,37,45,27,29
mai-14,13,2,68,13,14,1,61,14,-,43,74,74,5,37,5,45,58,39,19,13,-,6,0,9,1,6,6,13,6,5,1,4,0,7,1,15,2,0,21,1,3,-,1,5,5,54,13,9,8,0,-,1,61,38,19,21
juin-14,14,2,82,19,14,1,77,19,-,0,0,0,0,0,0,48,0,34,29,11,-,1,5,8,1,0,0,0,0,0,0,8,6,5,0,16,1,5,0,4,5,-,1,5,0,67,21,6,12,1,-,1,2,45,19,29
juil-14,14,2,59,16,12,1,56,16,-,11,1,22,13,9,6,43,6,38,24,16,-,2,0,7,7,14,17,3,16,11,2,3,0,8,1,14,0,0,4,-,1,-,1,1,5,48,16,10,7,0,-,1,50,40,21,22
août-14,13,2,56,17,12,1,50,17,-,0,0,0,0,0,0,37,0,30,20,13,-,1,9,10,-,0,0,0,0,0,0,6,8,5,0,14,0,4,0,-,6,-,2,6,0,41,16,8,14,1,-,8,8,38,20,21
sept-14,18,4,47,24,20,5,39,24,-,5,4,8,4,3,2,45,76,46,28,11,-,2,1,1,-,32,43,6,35,26,1,2,2,11,2,20,1,0,7,-,8,-,5,4,7,33,22,7,9,0,-,1,49,44,34,34
oct-14,22,8,27,20,28,17,20,-,-,0,0,0,0,0,0,44,0,60,28,15,-,1,7,10,-,0,1,1,0,0,0,9,4,4,0,24,1,5,0,-,7,-,11,1,-,20,22,12,19,1,-,1,4,51,50,31
nov-14,34,23,12,24,36,42,11,23,-,5,4,8,4,3,1,45,14,85,31,14,-,4,1,3,-,99,17,44,94,63,2,4,0,17,5,31,3,-,25,-,4,-,34,2,-,11,26,12,7,0,-,3,33,57,89,33
déc-14,36,28,15,19,36,38,12,20,-,0,0,0,0,0,0,52,0,94,29,21,-,3,1,11,-,0,0,1,0,0,0,3,2,27,0,27,3,-,0,-,9,-,29,2,-,12,23,18,10,1,-,1,5,56,85,28
janv-15,39,22,19,18,42,35,20,21,-,3,2,4,2,1,1,59,4,89,34,19,-,4,0,9,-,78,94,2,8,52,3,3,0,17,1,28,3,-,43,-,13,-,26,5,-,14,25,17,4,0,-,4,30,55,75,30
févr-15,34,9,28,24,44,17,29,22,-,0,0,0,0,0,0,62,0,70,37,23,-,3,5,10,-,1,1,1,1,0,0,5,3,9,0,27,3,-,1,-,3,-,10,1,-,18,25,20,7,1,-,1,8,57,55,30
mars-15,28,6,40,27,33,10,37,25,-,3,2,5,2,2,1,55,3,51,38,23,-,8,0,5,-,18,27,59,1,63,2,-,0,14,7,23,2,-,3,-,8,-,6,3,-,25,29,20,4,0,-,4,26,52,37,31
avr-15,15,2,67,15,21,3,66,13,-,0,0,0,0,0,0,51,0,40,29,25,-,2,5,18,-,0,0,0,0,0,0,-,3,7,0,20,1,-,0,-,3,-,3,3,-,46,16,23,4,1,-,2,8,45,24,20
mai-15,13,1,69,17,16,1,66,13,-,5,4,9,4,3,1,48,2,38,26,16,-,4,0,5,-,21,28,5,31,21,1,-,0,12,1,15,0,-,77,-,10,-,3,1,-,50,15,9,3,0,-,3,21,43,28,23
juin-15,14,2,74,16,15,1,73,13,-,0,0,0,0,0,0,47,0,30,28,15,-,1,4,24,-,0,0,0,0,0,0,-,4,6,0,15,0,-,0,-,9,-,2,9,-,64,16,9,2,1,-,1,4,43,22,20
juil-15,14,1,89,23,12,0,91,18,-,7,5,1,6,4,1,55,2,26,31,17,-,6,0,4,-,5,5,15,7,5,1,-,0,14,2,15,0,-,95,-,12,-,1,2,-,88,23,9,4,0,-,9,24,-,-,-
août-15,13,1,68,19,14,1,63,14,-,0,0,0,0,0,0,49,0,26,26,21,-,1,4,22,-,0,0,0,0,0,0,-,7,3,0,14,0,-,0,-,2,-,2,2,-,61,18,13,1,1,-,1,3,-,-,-
sept-15,15,3,54,17,20,3,47,13,-,39,53,58,39,26,1,49,4,40,24,18,-,8,0,8,-,3,3,1,5,3,1,-,0,6,1,16,0,-,31,-,10,-,3,3,-,44,15,11,3,0,-,6,18,43,36,22
oct-15,25,10,21,25,32,17,17,21,-,1,1,1,1,0,0,52,0,63,32,14,-,2,3,10,-,0,0,0,0,0,0,-,5,3,0,24,1,-,0,-,2,-,14,2,-,12,25,8,6,1,-,0,4,49,63,30
nov-15,34,23,15,26,43,50,9,25,-,35,89,67,11,76,6,50,4,81,30,22,-,0,0,8,-,3,4,8,4,3,1,-,0,7,1,34,3,-,8,-,5,-,33,3,-,9,29,17,4,0,-,9,30,60,98,35
déc-15,45,52,-,34,58,103,4,32,-,0,0,0,0,0,0,53,0,125,39,19,-,8,3,19,-,0,0,0,0,0,0,-,5,13,0,36,5,-,0,-,3,-,74,2,-,4,37,20,8,1,-,1,2,73,183,44
,,,,,,,,,-,54,86,81,59,37,2,,46,,,29,-,1,0,8,-,2,2,7,2,2,1,-,0,10,1,,,-,7,-,4,-,,4,-,,,30,9,0,-,1,46,,,
,,,,,,,,,-,0,0,0,0,0,0,,1,,,,-,1,3,7,-,0,0,0,0,0,0,-,3,2,0,,,-,0,-,4,-,,7,-,,,,6,1,-,1,3,,,
,,,,,,,,,-,24,32,36,27,17,11,,31,,,,-,1,0,5,-,2,3,9,3,3,1,-,0,10,2,,,-,5,-,8,-,,9,-,,,,18,0,2,5,65,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,3,6,12,-,0,0,0,0,0,0,-,5,13,0,,,-,0,-,7,-,,4,-,,,,3,1,5,1,66,,,
,,,,,,,,,-,13,15,29,19,12,7,,67,,,,-,0,1,7,-,5,5,12,6,4,1,-,0,6,1,,,-,6,-,7,-,,5,-,,,,11,0,2,1,4,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,9,4,11,-,0,0,0,0,0,0,-,4,20,0,,,-,0,-,7,-,,6,-,,,,5,1,1,7,65,,,
,,,,,,,,,-,9,8,15,9,6,4,,31,,,,-,2,0,7,-,18,31,39,23,17,1,-,0,3,1,,,-,5,1,8,-,,9,-,,,,8,0,2,1,5,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,2,8,9,1,0,1,1,0,0,0,3,4,23,0,,,-,0,1,2,-,,3,-,,,,5,1,1,2,76,,,
,,,,,,,,,-,4,3,7,4,3,2,,2,,,,-,4,0,5,7,91,17,43,88,6,2,9,0,1,2,,,-,9,0,8,-,,9,-,,,,14,0,1,1,51,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,9,11,1,0,0,1,0,0,0,2,5,15,0,,,-,0,7,4,-,,4,0,,,,1,1,9,0,3,,,
,,,,,,,,,-,4,3,6,3,2,1,,9,,,,-,6,1,3,8,79,94,17,75,52,2,6,0,4,5,,,0,39,0,11,-,,8,6,,,,7,0,1,8,29,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,2,5,15,1,0,1,1,0,0,0,2,4,14,0,,,4,1,9,5,-,,4,0,,,,5,1,3,0,6,,,
,,,,,,,,,-,6,5,7,4,3,1,,4,,,,-,4,0,8,5,94,22,65,97,71,2,3,0,7,4,,,0,2,0,12,-,,4,3,,,,5,0,1,8,30,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,6,9,0,0,0,1,0,0,0,3,4,11,0,,,3,1,9,8,-,,5,0,,,,4,1,4,0,33,,,
,,,,,,,,,-,4,3,5,2,2,1,,3,,,,-,3,0,6,9,67,65,28,72,51,3,3,0,9,6,,,0,1,0,6,-,,3,4,,,,3,0,2,9,5,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,4,8,0,0,0,0,0,0,0,2,4,12,0,,,3,1,8,5,-,,10,0,,,,6,1,4,0,30,,,
,,,,,,,,,-,5,3,1,4,3,1,,4,,,,-,4,0,1,6,15,17,39,21,15,1,6,0,19,5,,,0,0,0,8,-,,5,4,,,,7,0,1,9,5,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,3,6,0,0,0,0,0,0,0,1,3,6,0,,,3,87,8,7,0,,6,0,,,,3,1,6,0,30,,,
,,,,,,,,,-,22,3,33,19,15,1,,2,,,,-,1,0,7,5,1,9,22,13,8,1,3,0,7,2,,,0,0,0,8,3,,1,4,,,,4,0,2,6,9,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,3,14,0,-,-,-,-,-,0,2,1,9,0,,,3,31,9,8,-,,5,0,,,,1,1,3,0,40,,,
,,,,,,,,,-,47,82,87,51,4,2,,4,,,,-,3,0,2,5,0,0,0,0,0,1,2,0,7,1,,,0,0,0,5,0,,6,3,,,,4,0,6,5,51,,,
,,,,,,,,,-,0,1,1,0,0,0,,0,,,,-,1,3,9,0,5,5,16,7,6,0,1,1,7,-,,,3,18,9,3,3,,4,0,,,,8,1,8,0,4,,,
,,,,,,,,,-,84,6,23,75,55,5,,27,,,,-,6,0,2,7,0,0,0,0,0,1,1,0,8,0,,,0,-,1,4,-,,3,4,,,,6,0,58,4,51,,,
,,,,,,,,,-,0,1,1,0,0,0,,0,,,,-,1,3,13,0,4,4,1,6,3,0,4,2,7,1,,,3,0,2,1,-,,5,0,,,,9,1,1,1,3,,,
,,,,,,,,,-,817,685,796,995,821,7,,75,,,,-,1,0,2,9,0,0,0,0,0,1,1,0,6,0,,,0,1,1,6,-,,2,4,,,,13,0,31,1,34,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,6,12,1,2,3,6,3,3,0,8,2,13,1,,,3,0,3,8,-,,2,0,,,,3,1,2,0,6,,,
,,,,,,,,,-,342,415,579,374,268,95,,96,,,,-,2,0,6,1,0,0,0,0,0,2,3,0,6,0,,,0,7,1,5,,,1,5,,,,16,0,2,5,42,,,
,,,,,,,,,-,0,0,0,0,0,0,,1,,,,-,1,5,34,2,5,5,12,7,5,0,3,2,11,1,,,4,0,2,1,,,1,0,,,,6,1,96,0,7,,,
,,,,,,,,,-,174,25,384,256,17,36,,528,,,,-,1,0,5,1,0,0,0,0,0,1,3,0,4,0,,,0,4,2,4,,,3,6,,,,7,0,1,6,46,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,1,7,16,97,23,29,38,23,16,0,4,1,13,1,,,4,0,53,8,,,1,0,,,,8,1,62,0,7,,,
,,,,,,,,,-,89,72,139,1,59,25,,441,,,,-,2,0,9,1,0,0,1,0,0,1,3,0,26,0,,,0,9,1,6,,,3,6,,,,13,0,3,7,40,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,7,6,15,49,75,95,1,73,48,0,7,1,3,3,,,5,0,43,4,,,1,1,,,,8,1,32,0,1,,,
,,,,,,,,,-,53,32,85,53,33,8,,314,,,,-,1,0,3,1,0,0,1,0,0,2,5,0,16,0,,,0,29,0,7,,,7,5,,,,10,0,1,6,30,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,5,8,24,9,79,94,13,67,52,0,9,1,43,6,,,81,0,68,9,,,1,0,,,,2,1,36,0,3,,,
,,,,,,,,,-,51,37,66,41,24,7,,91,,,,-,1,1,3,1,0,0,1,0,0,2,3,0,11,0,,,0,85,1,8,,,5,61,,,,8,0,1,6,20,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,8,1,35,21,51,93,27,71,49,0,55,1,86,9,,,53,0,31,14,,,1,0,,,,2,1,1,1,9,,,
,,,,,,,,,-,34,28,53,27,17,7,,52,,,,-,3,0,6,0,0,0,1,0,0,3,3,0,17,0,,,0,94,0,9,,,4,29,,,,6,0,1,2,42,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,5,6,16,73,36,76,8,62,42,0,43,1,48,18,,,25,1,63,9,,,1,0,,,,2,1,56,0,1,,,
,,,,,,,,,-,7,63,92,53,36,7,,39,,,,-,2,0,37,0,0,0,0,0,0,2,4,0,10,0,,,0,15,0,74,,,1,59,,,,5,0,-,58,28,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,29,4,8,46,13,34,55,31,21,0,2,2,41,15,,,51,1,71,9,,,9,0,,,,7,1,1,0,9,,,
,,,,,,,,,-,7,52,91,6,37,7,,26,,,,-,2,0,19,0,0,0,0,0,0,2,3,0,6,0,,,0,0,0,38,,,0,3,,,,4,0,42,5,24,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,56,3,56,54,6,13,26,15,9,0,99,2,94,8,,,26,54,94,8,,,9,0,,,,7,1,1,0,1,,,
,,,,,,,,,-,244,397,425,251,185,7,,63,,,,-,2,0,32,-,0,0,0,0,0,1,3,0,10,0,,,0,0,-,91,,,1,34,,,,3,0,91,96,38,,,
,,,,,,,,,-,0,0,0,0,0,0,,0,,,,-,72,3,27,0,2,5,8,4,3,0,5,1,7,3,,,23,25,5,8,,,1,0,,,,9,1,2,1,7,,,
,,,,,,,,,,601,934,967,609,439,2,,59,,,,-,2,0,19,62,0,0,0,0,0,1,3,0,6,0,,,0,0,57,9,,,5,41,,,,3,0,14,18,55,,,
,,,,,,,,,,1,1,1,1,0,0,,0,,,,-,13,3,92,0,1,3,8,4,3,0,83,3,71,1,,,31,9,1,5,,,1,-,,,,2,1,3,0,4,,,
,,,,,,,,,,113,785,74,205,775,47,,325,,,,,1,0,14,65,0,0,0,0,0,1,2,0,8,0,,,-,0,43,93,,,6,2,,,,5,0,7,74,40,,,
,,,,,,,,,,,,,,,0,,0,,,,,34,3,43,0,1,2,4,1,1,0,82,14,52,1,,,1,6,1,9,,,1,4,,,,7,1,2,1,6,,,
,,,,,,,,,,,,,,,75,,707,,,,,2,0,11,8,0,0,0,0,0,1,2,0,12,0,,,74,0,49,55,,,6,0,,,,4,0,47,3,85,,,
,,,,,,,,,,,,,,,,,1,,,,,33,4,86,1,1,2,5,2,2,0,86,9,23,1,,,0,4,1,5,,,3,67,,,,9,19,2,0,2,,,
,,,,,,,,,,,,,,,,,388,,,,,1,0,20,33,0,0,0,0,0,1,-,0,13,0,,,43,0,41,33,,,1,0,,,,7,0,27,43,47,,,
,,,,,,,,,,,,,,,,,,,,,,71,4,7,1,1,15,25,12,8,0,-,18,69,1,,,0,5,1,4,,,47,64,,,,5,13,2,0,9,,,
,,,,,,,,,,,,,,,,,,,,,,1,0,15,56,0,0,0,0,0,1,-,0,14,0,,,46,0,18,42,,,1,0,,,,13,0,12,4,46,,,
,,,,,,,,,,,,,,,,,,,,,,88,9,84,1,8,13,22,11,8,0,-,18,61,4,,,0,22,1,8,,,52,63,,,,3,9,1,0,23,,,
,,,,,,,,,,,,,,,,,,,,,,2,1,17,45,0,0,0,0,0,1,-,0,18,0,,,5,0,2,79,,,1,0,,,,8,0,78,62,36,,,
,,,,,,,,,,,,,,,,,,,,,,24,1,4,1,29,61,8,42,31,0,-,14,58,4,,,0,23,1,10,,,63,57,,,,6,9,1,0,98,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,11,45,0,1,1,0,0,2,-,0,16,0,,,4,0,4,21,,,1,0,,,,6,0,45,65,25,,,
,,,,,,,,,,,,,,,,,,,,,,21,64,99,1,88,34,62,91,63,0,-,25,63,14,,,0,75,0,10,,,32,54,,,,45,9,1,0,64,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,9,19,0,0,1,0,0,4,-,0,14,0,,,37,1,96,59,,,1,0,,,,8,0,46,39,20,,,
,,,,,,,,,,,,,,,,,,,,,,11,38,38,0,45,94,8,61,42,0,-,11,52,29,,,0,36,0,8,,,1,62,,,,24,1,1,0,41,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,7,76,0,0,0,0,0,13,-,0,12,0,,,4,1,9,54,,,2,0,,,,5,0,48,56,29,,,
,,,,,,,,,,,,,,,,,,,,,,54,62,94,0,19,34,49,25,18,0,-,11,57,16,,,0,0,0,8,,,3,45,,,,59,9,1,0,72,,,
,,,,,,,,,,,,,,,,,,,,,,4,0,11,53,0,0,0,0,0,8,-,0,8,0,,,32,44,89,84,,,1,0,,,,3,0,46,4,24,,,
,,,,,,,,,,,,,,,,,,,,,,3,41,34,0,6,14,3,15,11,0,-,16,9,7,,,0,0,0,10,,,2,48,,,,14,6,1,0,7,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,8,43,0,0,0,0,0,14,-,0,7,0,,,28,25,91,44,,,0,0,,,,5,0,35,64,24,,,
,,,,,,,,,,,,,,,,,,,,,,16,24,47,0,5,7,15,6,5,0,-,3,31,4,,,0,0,1,7,,,89,48,,,,32,6,1,0,74,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,6,5,0,0,0,0,0,1,,0,9,0,,,28,13,4,8,,,1,0,,,,3,0,56,68,27,,,
,,,,,,,,,,,,,,,,,,,,,,28,43,95,0,4,5,8,5,3,0,,25,9,2,,,0,0,0,6,,,19,47,,,,58,6,2,0,88,,,
,,,,,,,,,,,,,,,,,,,,,,1,0,8,51,0,0,0,0,0,1,,0,9,0,,,27,8,77,73,,,1,0,,,,3,0,5,73,36,,,
,,,,,,,,,,,,,,,,,,,,,,35,25,24,0,1,2,3,1,2,0,,21,93,1,,,0,0,0,6,,,45,53,,,,25,6,3,0,15,,,
,,,,,,,,,,,,,,,,,,,,,,1,0,7,5,0,0,0,0,0,1,,0,8,0,,,31,4,85,94,,,1,0,,,,5,0,35,77,43,,,
,,,,,,,,,,,,,,,,,,,,,,47,33,56,1,1,3,4,1,2,0,,15,1,1,,,0,0,1,7,,,18,38,,,,26,5,3,0,6,,,
,,,,,,,,,,,,,,,,,,,,,,1,0,7,4,0,0,0,0,0,13,,0,10,0,,,24,6,17,23,,,5,0,,,,5,0,4,83,39,,,
,,,,,,,,,,,,,,,,,,,,,,68,43,89,1,2,4,8,4,3,0,,14,73,1,,,0,0,2,7,,,3,4,,,,97,3,,0,84,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,8,39,0,0,0,0,0,9,,0,12,0,,,27,9,3,88,,,1,0,,,,6,0,,99,46,,,
,,,,,,,,,,,,,,,,,,,,,,31,49,32,1,2,4,8,5,3,0,,2,57,2,,,0,0,2,4,,,62,56,,,,67,6,,0,22,,,
,,,,,,,,,,,,,,,,,,,,,,1,0,9,92,0,0,0,0,0,1,,0,24,0,,,39,7,66,82,,,1,0,,,,5,0,,71,42,,,
,,,,,,,,,,,,,,,,,,,,,,44,57,5,,7,17,24,15,9,0,,2,91,1,,,0,0,,6,,,82,99,,,,79,4,,0,49,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,7,,0,0,0,0,0,21,,0,32,0,,,7,22,,8,,,1,1,,,,9,0,,52,39,,,
,,,,,,,,,,,,,,,,,,,,,,25,65,7,,328,891,944,524,391,0,,16,1,4,,,0,0,,8,,,78,11,,,,26,3,,0,47,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,7,,0,0,1,0,0,15,,0,,0,,,8,949,,8,,,1,,,,,8,0,,46,24,,,
,,,,,,,,,,,,,,,,,,,,,,42,58,87,,368,866,53,582,417,0,,23,,187,,,,0,,14,,,9,,,,,3,3,,0,14,,,
,,,,,,,,,,,,,,,,,,,,,,2,0,8,,0,0,1,0,0,15,,0,,0,,,,942,,69,,,0,,,,,5,0,,64,25,,,
,,,,,,,,,,,,,,,,,,,,,,51,61,8,,528,892,81,685,49,0,,27,,181,,,,0,,17,,,98,,,,,82,3,,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,3,0,11,,0,0,0,0,0,28,,0,,0,,,,828,,79,,,1,,,,,4,0,,23,23,,,
